Seed,Nearest A1,Furthest A1,Average A1,Nearest A2,Furthest A2,Average A2,Nearest A3,Furthest A3,Average A3,Nearest B1,Furthest B1,Average B1,Nearest B2,Furthest B2,Average B2,Nearest B3,Furthest B3,Average B3,Nearest C1,Furthest C1,Average C1,Nearest C2,Furthest C2,Average C2,Nearest C3,Furthest C3,Average C3,Overall Nearest,Overall Furthest,Overall Average
547558878,1885.3784,16988.547,7304.8677,1921.3583,18424.71,8556.528,1394.273,40391.242,20321.53,1492.1919,23768.008,9893.979,998.3228,37269.74,16489.584,891.37085,46501.426,20777.389,927.03265,15727.12,7885.517,786.49695,38537.977,12673.88,1097.6418,47711.184,18543.307,1266.0074462890625,31702.216796875,13605.17578125
548926489,1352.1063,16637.846,8293.318,1356.9591,18802.312,9294.991,1394.273,41702.098,14240.996,1384.54,20908.451,10366.341,3723.65,39005.656,18281.445,1387.2133,59907.637,32010.334,813.4327,15442.796,8067.7065,786.49695,18255.217,8096.55,1097.6418,39185.938,16743.889,1477.3681640625,29983.10546875,13932.8408203125
551037901,706.0527,14832.277,6887.7427,1094.3628,19547.885,8906.938,544.84625,36578.605,14357.732,1301.3977,21203.36,9162.779,1961.261,45568.83,22438.58,2577.9634,59530.273,25890.771,1303.3875,14006.376,7217.301,1086.0594,18906.938,9176.558,2398.4858,43187.816,19189.248,1441.53515625,30373.595703125,13691.9609375
551068826,1611.2808,15323.938,7222.423,854.38324,19053.291,9124.796,544.84625,30152.152,13139.587,321.58444,20985.238,10873.696,2588.0098,31551.736,16458.596,3364.445,66812.02,28604.291,883.8408,14008.891,6174.9995,586.8859,43494.76,14187.656,1450.505,47159.25,19636.281,1356.1978759765625,32060.142578125,13935.814453125
552413419,1562.5386,13905.659,7167.8364,1570.7751,16011.712,8705.988,544.84625,25392.129,13787.208,1171.5657,22422.033,11216.18,1557.4833,48091.086,22234.129,1328.9396,53345.473,24995.254,1013.1553,15269.788,6986.4297,1163.3073,17354.406,8046.0225,2514.726,32134.611,16981.693,1380.815185546875,27102.98828125,13346.7490234375
554733015,706.0527,15054.331,6946.1577,854.38324,16298.42,8573.097,1394.273,37737.41,17801.016,1017.8946,17403.53,7126.54,1369.3704,46947.91,20435.053,2358.938,41760.664,21159.746,1265.5569,17042.797,7672.574,1519.7063,21673.705,10168.066,1450.505,51168.246,23171.14,1326.2977294921875,29454.11328125,13672.5986328125
557178316,226.15782,15989.416,8127.558,1186.4346,19547.885,7514.0654,1014.02203,29550.322,13956.21,552.7892,21978.744,9552.467,2269.484,43356.723,19924.965,1328.9396,79093.336,29687.365,892.31244,15875.547,6166.356,1411.5964,33693.9,10932.947,2821.3774,46436.848,20056.578,1300.345947265625,33946.96875,13990.9453125
557601210,609.78754,15581.116,5868.4644,2096.6465,18349.254,8410.112,1614.773,37659.055,15982.276,1414.834,20670.598,10751.01,2588.0098,36297.49,15970.339,891.37085,47490.652,21963.7,828.523,15948.036,7017.827,775.8431,21935.08,9670.513,4756.832,59024.062,22289.707,1730.7354736328125,30328.37109375,13102.6611328125
559212560,1120.8092,15348.311,6805.117,497.27368,19274.133,9222.317,1875.2468,36040.332,19817.814,1173.2672,21978.744,9036.635,1557.4833,48091.086,18137.373,3513.7537,55705.82,24040.916,1271.3473,13991.089,6982.2437,1196.3754,24247.889,10106.944,1708.9337,46427.45,21617.617,1546.054443359375,31233.873046875,13974.1083984375
560206853,1002.7733,17695.92,8473.353,342.22363,15363.465,7437.673,1671.031,39828.32,19178.322,1414.834,16697.025,8544.233,1230.5092,25587.355,13309.741,2450.8687,76170.55,28163.117,654.4817,15051.341,7465.782,1518.995,31040.836,12611.252,2821.3774,46417.66,20558.773,1456.34375,31539.1640625,13971.3603515625
560870744,1772.8745,16064.599,7732.8257,1237.2297,17105.918,8535.717,1523.7686,37898.227,17254.557,1192.7056,21170.795,10752.35,3019.665,41753.145,17066.7,2765.4297,57246.02,26242.357,600.1949,17937.7,7999.386,726.72925,28766.633,10945.245,3687.7617,44399.312,18337.615,1836.2620849609375,31371.37109375,13874.083984375
565867240,493.94028,15108.492,7127.8345,1380.636,20951.855,10342.825,2215.7761,30688.896,13904.234,761.35205,23326.291,11069.321,3519.5244,43358.01,19632.295,2581.101,66078.875,28759.416,1093.6432,18743.652,8184.4194,1267.9215,37969.992,11181.528,986.3714,36869.9,15380.561,1588.91845703125,32566.21875,13953.603515625
568347484,548.08777,18202.07,8634.448,943.2643,16263.151,6797.7046,3226.759,38935.62,17351.662,761.35205,17480.314,8598.903,2848.1953,48017.87,18649.23,842.09644,56346.7,27995.66,736.7304,16859.814,7646.919,334.128,38537.977,12241.922,2485.1135,42675.387,18155.26,1413.9696044921875,32590.990234375,14007.9677734375
569031506,1060.4034,14099.3955,6710.5522,649.6769,16070.732,6971.6187,659.0697,39966.88,17821.824,761.35205,16899.12,7608.0454,2015.2902,39731.63,16276.624,2765.4297,60029.39,29373.324,1088.6099,17131.443,7148.4775,1163.3073,19426.932,8712.766,3874.3237,54034.344,23772.021,1559.7181396484375,30821.095703125,13821.6953125
569109055,335.45334,12863.506,5495.3857,451.2671,16279.804,8396.574,3120.3713,33302.977,14856.371,255.08127,22497.621,9201.697,1241.7163,41531.36,18435.188,2450.8687,63359.13,27723.15,1364.3655,15948.036,7918.5576,1086.0594,38978.36,11696.564,2330.51,45707.67,20726.16,1403.9658203125,32274.2734375,13827.73828125
569776019,1186.5796,14668.557,6976.1064,1159.1472,14279.864,7856.147,968.31696,37302.008,21669.912,549.55743,19339.457,9574.285,2218.794,40210.473,18839.023,842.09644,53691.863,25918.742,844.43695,13750.305,7461.405,1163.3073,26944.969,9657.891,986.3714,40336.793,15498.891,1102.0675048828125,28947.142578125,13716.93359375
570100405,226.15782,17695.92,8212.233,451.2671,20172.914,10185.743,2319.7395,47378.84,21595.736,761.35205,22220.617,9019.745,1241.7163,39005.656,14881.419,2581.101,55760.547,25756.775,1056.9489,17134.814,6509.4683,602.99927,20014.648,8930.684,986.3714,48768.39,20298.139,1136.4058837890625,32016.927734375,13932.2158203125
570855603,1002.7733,16389.475,7564.8667,696.6657,15553.495,7799.503,544.84625,30768.56,12823.044,1192.7056,25055.42,10321.593,1302.4413,54038.402,18901.086,2358.938,47731.074,22796.377,773.0369,15606.281,7234.7573,1508.6176,39630.895,14251.598,1450.505,47923.145,23079.877,1203.3922119140625,32521.861328125,13863.6337890625
571247035,2071.7273,15315.055,6963.014,1356.9591,20209.166,9989.99,968.31696,37269.523,16864.828,902.25964,20591.154,8994.366,998.3228,44902.07,19565.635,1328.9396,51604.03,24164.5,1250.0521,16859.814,7519.8345,1519.7063,26944.969,11287.931,1123.5166,42150.508,19900.285,1279.977783203125,30649.587890625,13916.708984375
575601750,1120.8092,13085.711,6593.8335,944.2869,16774.395,9154.563,3226.759,40644.34,19144.754,959.705,20253.107,8724.762,1490.9121,40503.023,20309.162,2358.938,50554.297,23699.793,736.7304,13216.966,6459.4326,508.18198,44081.75,11559.64,1097.6418,55087.223,16454.508,1382.6627197265625,32688.978515625,13566.716796875
576063062,894.1784,16372.817,7808.767,1186.4346,17016.969,8279.042,544.84625,30109.28,13492.338,1526.8319,17244.955,8369.2295,3723.65,37339.926,17416.395,1328.9396,76953.15,27923.209,736.7304,16641.98,7618.8145,739.2845,34545.52,12659.645,1977.2585,43849.406,20954.182,1406.4615478515625,32230.4453125,13835.7353515625
578968534,992.94543,18886.322,8178.6025,351.33493,17953.375,8774.304,659.0697,30622.887,12322.786,917.72156,18208.188,8960.172,1230.5092,49434.105,17496.658,2486.3015,80476.28,32101.65,746.68866,18140.7,7947.7603,334.128,20475.723,8983.678,1333.807,47071.785,20403.236,1005.833984375,33474.375,13907.6494140625
582991639,1198.2035,13894.288,7153.642,342.22363,19168.967,7031.4873,2846.3281,44740.477,18865.396,1311.4615,17493.768,7016.4004,1017.9934,43559.43,19414.889,1966.1957,79981.914,32903.137,1162.6338,15007.304,7428.304,334.128,18986.568,8414.258,2264.8074,52718.23,17657.967,1382.6639404296875,33950.10546875,13987.275390625
583254207,329.4593,15098.59,6688.157,1094.3628,19811.977,8414.922,1614.773,36581.844,16280.589,1171.5657,20083.03,9109.029,749.1073,40486.688,18934.734,3634.073,54470.91,27443.195,813.4327,16129.911,6865.226,564.9411,13794.339,6909.4805,4146.047,52446.406,25182.906,1568.64013671875,29878.1875,13980.916015625
585571227,706.0527,15013.851,7088.499,342.22363,18659.996,8310.619,2439.0034,38151.043,16403.943,552.7892,19859.727,8013.35,979.805,50810.703,23269.664,2486.3015,64559.496,27599.309,321.70465,14904.039,6727.0103,786.49695,20475.723,8947.475,2264.8074,39659.918,19175.285,1208.7982177734375,31343.83203125,13948.3505859375
587821762,992.94543,14385.75,6186.1675,1495.115,14865.337,7084.191,1855.2261,34414.957,15383.032,255.08127,20034.465,9812.578,3059.5037,52451.66,23571.05,2587.4912,50966.96,26153.73,892.31244,13668.12,6679.5273,1267.9215,31202.855,11139.283,1698.2302,31046.97,16001.944,1567.0919189453125,29226.341796875,13556.833984375
590520715,992.94543,17469.582,7764.274,849.7856,18369.994,8981.601,2698.9297,38407.305,17132.184,761.35205,20641.846,9549.692,890.75684,43280.344,18555.26,2581.101,73857.34,28031.78,736.7304,15304.017,6058.4395,775.8431,20568.432,9893.379,1698.2302,39902.75,18335.27,1331.7415771484375,31977.95703125,13811.3193359375
591327629,547.3311,17672.371,7791.5156,1097.1079,20951.855,9195.959,1855.2261,45258.08,21419.004,802.9547,17893.541,8728.77,712.7649,43948.293,17789.219,1387.2133,64944.32,25216.014,654.4817,18332.898,8137.8335,722.4502,28090.035,10305.664,2264.8074,42675.387,17197.514,1116.0374755859375,33307.421875,13975.7216796875
592654239,1105.8313,14359.465,6973.4077,1949.6409,18680.457,8591.091,2697.321,36281.64,16352.482,339.97147,21892.018,8883.666,606.462,38593.594,17321.846,1328.9396,41940.93,20281.35,927.03265,16256.092,7586.0156,1182.2478,38340.035,16522.773,2650.3823,52604.688,20751.053,1420.869873046875,30994.32421875,13695.96484375
594994286,1262.5984,15450.712,7432.282,1812.3053,19906.377,8999.678,1394.273,30979.3,10817.572,1173.2672,20908.451,10561.098,3973.6885,41974.707,20670.67,842.09644,75371.06,27628.164,883.8408,13615.662,6408.7837,671.2177,19366.418,8835.124,2264.8074,49985.426,21402.66,1586.4549560546875,31950.90234375,13639.55859375
598001343,1170.9868,15483.334,8562.978,1710.7557,18983.62,8985.297,2515.8345,30978.031,13510.928,827.5637,20985.238,8535.401,1302.4413,43696.332,20736.879,1328.9396,74303.08,26886.021,1218.5996,20550.047,7225.4785,726.72925,15739.1455,8291.6045,1123.5166,44261.22,20709.28,1325.040771484375,31664.44921875,13715.9853515625
599954264,973.90375,15439.896,6609.952,1299.5979,15944.068,7502.639,1394.273,24653.73,12196.181,1239.4778,19644.54,10277.102,1490.9121,36359.08,16936.672,1977.68,65247.484,29992.53,1013.1553,16170.153,7764.81,671.2177,22986.176,10100.779,986.3714,53093.895,21805.71,1227.3988037109375,29948.779296875,13687.375
600218430,1561.6313,17604.969,7654.6094,1812.3053,20422.887,9839.909,2080.4082,37659.055,16069.987,1601.7953,20083.03,8771.641,1557.4833,39569.996,19719.81,1992.1698,61966.656,28570.857,728.594,19704.717,7820.9087,739.2845,22415.742,9767.8,1708.9337,35902.516,17073.262,1531.400634765625,30592.173828125,13920.9765625
602651612,58.381393,18150.572,7953.5625,1812.3053,16263.151,7593.538,1167.325,36178.68,14658.676,255.08127,22710.572,8620.941,968.9345,31827.785,15800.963,1328.9396,76218.484,27134.467,1364.8511,15363.615,7038.1826,739.2845,34733.445,10737.577,2685.5198,51784.89,25385.326,1153.4024658203125,33692.35546875,13880.359375
604226568,1390.8857,13340.044,6716.3516,1477.4615,15165.19,7836.0107,2406.22,40189.953,20502.672,761.35205,19677.879,9388.043,1302.4413,52967.664,19720.57,891.37085,62971.92,24325.344,890.4636,15779.62,6963.8853,508.18198,21409.822,9054.035,1977.2585,58009.125,20376.309,1289.5150146484375,33279.0234375,13875.9130859375
607046122,609.78754,12803.8,6703.457,1807.504,16208.871,8162.5796,1167.325,46774.83,16052.706,1138.8625,22372.73,9615.298,3019.665,43294.484,18904.416,2581.101,61797.707,28418.152,490.6575,15056.699,6920.713,602.99927,24116.45,9585.866,2188.3027,58149.523,19943.578,1511.800537109375,33397.234375,13811.86328125
609233257,1413.9237,16517.736,7511.1685,1288.9816,18191.963,7853.675,1688.0352,38797.668,20098.252,1017.8946,22778.021,9986.962,1369.3704,41995.707,17917.92,1779.2096,48540.805,22475.268,851.5642,13750.305,7091.7935,1086.0594,43179.176,13890.244,1698.2302,40573.938,18741.506,1354.8076171875,31591.701171875,13951.865234375
610119860,769.3411,18150.572,7505.4897,451.2671,13917.037,7636.434,2578.6343,38914.957,16148.711,959.705,19515.332,8905.571,1302.4413,43356.723,18937.613,2450.8687,53882.152,27942.977,813.4327,21616.416,8079.127,1066.588,38978.36,13689.081,1708.9337,37070.707,16921.285,1344.5791015625,31711.361328125,13974.0322265625
610240160,524.95953,14939.843,6961.2954,1033.3099,15165.19,7833.896,968.31696,39966.88,17264.936,1463.3335,23326.291,10647.271,1302.4413,52451.66,19162.266,842.09644,57172.44,28364.28,1127.7146,13899.51,6453.593,875.2562,31168.451,12359.841,1123.5166,43747.125,15644.79,1028.993896484375,32426.376953125,13854.685546875
610406780,918.49664,14776.692,7400.9395,1155.4927,20224.059,8528.555,1523.7686,40189.953,18176.861,1074.1724,23799.902,10785.381,1447.9717,43872.766,16066.815,891.37085,86055.555,29034.611,728.594,15526.449,6764.3975,1022.094,17567.12,9200.2,2685.5198,48755.246,19481.555,1271.9422607421875,34529.75,13937.7021484375
611975782,1002.7051,17672.371,7604.18,451.2671,14218.74,6951.972,1855.2261,36726.754,19018.506,827.5637,23738.834,10756.246,2899.856,32279.117,15133.409,1990.9056,87991.016,31022.432,600.1949,13510.534,6446.5566,1435.9705,19573.846,9396.876,2485.1135,53123.2,18271.434,1505.4224853515625,33203.82421875,13844.623046875
612134666,524.95953,14387.82,7499.79,594.3645,15553.495,7598.1406,2220.0251,34614.117,14483.048,445.51532,18730.367,7667.8994,1731.9341,42486.73,17310.105,842.09644,56179.63,25458.672,512.4438,14826.167,6581.5957,775.8431,29553.021,10473.007,2030.6786,49739.938,24066.71,1075.31787109375,30674.587890625,13459.8857421875
613230257,654.10675,15747.977,7227.566,1368.2708,20951.855,9841.322,1014.02203,29465.18,14639.825,552.7892,19532.37,9057.991,1557.4833,44090.445,20688.172,2450.8687,52900.45,23634.068,1247.3209,17131.443,6301.3,1159.2706,28371.523,12868.223,2264.8074,44006.99,16948.494,1363.2154541015625,30244.248046875,13467.4404296875
614918793,1401.9755,14903.413,7416.8984,884.71405,17862.535,8966.461,1875.2468,38044.46,14881.229,547.1742,19532.37,9103.984,2218.794,42639.01,18216.514,2587.4912,70600.1,28098.992,1138.7345,16859.814,7543.384,602.99927,26944.969,10453.061,2264.8074,51067.938,21083.05,1502.4373779296875,33161.625,13973.73046875
615859054,750.20514,18150.572,8297.452,594.3645,18191.963,8640.626,2215.7954,40975.934,18479.057,1146.6317,19899.555,10112.792,1241.7163,36360.39,17515.637,2358.938,45732.543,22980.33,952.7228,14373.707,6945.4385,1766.7058,31869.72,12185.107,986.3714,46604.23,18455.492,1334.827880859375,30239.845703125,13734.6591796875
620299776,1562.3214,13628.783,6768.467,1271.7043,15553.495,8060.022,544.84625,44740.477,21187.191,1239.4778,20987.8,9594.217,1900.9497,44186.605,19291.24,842.09644,71427.984,27011.41,512.4438,13153.82,6310.2476,1163.3073,35791.32,13452.678,986.3714,32813.117,14243.699,1113.7242431640625,32475.93359375,13991.01953125
621802852,1106.0723,16988.547,7277.6855,1100.4468,20531.197,9033.806,1167.325,22126.1,10239.007,549.55743,22568.342,9060.326,1216.9216,43976.887,20819.496,1990.9056,64160.758,26504.742,771.57196,15105.98,7198.8584,508.18198,37726.855,11902.833,1167.6167,54779.074,23394.955,1064.288818359375,33107.08203125,13936.8564453125
624648272,1519.0516,15715.131,7034.7207,1288.9816,14883.355,7775.2817,2801.4956,35045.363,14168.714,902.25964,20225.479,10431.366,1017.9934,48033.38,21225.186,2690.4653,49916.914,24815.033,971.1088,14961.17,7468.5957,775.8431,17701.66,9315.641,2839.5803,50270.07,22023.193,1645.19775390625,29639.169921875,13806.4140625
631181954,547.3311,15348.311,6599.6626,351.33493,17826.63,7540.84,1014.02203,43111.03,16109.213,777.9946,21565.057,8379.277,1795.0695,32895.137,18121.748,1328.9396,64944.32,27608.564,1301.2463,16549.41,7599.4897,1249.1888,38815.547,11863.808,1311.4471,42565.656,19941.951,1075.1749267578125,32624.56640625,13751.6171875
632663190,563.0569,15581.116,6849.3647,1299.5979,20732.938,9080.35,1984.5232,41702.098,14737.589,261.48605,21027.674,9677.897,2577.6316,48230.145,21648.047,2577.9634,62200.49,26492.531,1097.7778,19458.973,8309.346,739.2845,26008.598,11397.908,1450.505,37593.11,17080.822,1394.6473388671875,32503.904296875,13919.3173828125
633587671,693.6214,12600.057,6414.085,1094.3628,17826.63,8717.077,2698.9297,36726.754,17439.395,255.08127,21098.248,9722.326,1017.9934,55778.535,22178.715,891.37085,87583.164,25558.172,1218.5996,16256.092,7352.7803,671.2177,43835.902,14944.942,2063.4492,33457.664,13362.185,1178.291748046875,36129.2265625,13965.51953125
635854104,493.94028,15260.83,6950.4194,497.27368,17776.852,7846.4785,1671.031,40937.17,19121.44,768.0246,18105.033,8316.025,3735.517,43350.94,19204.902,3513.7537,59339.242,26763.293,856.1386,13356.852,6312.384,786.49695,23571.848,11248.512,986.3714,55087.223,19783.822,1478.7274169921875,31865.109375,13949.697265625
640100734,563.0569,14042.259,6301.611,1155.4927,20224.059,8456.951,1875.2468,26557.004,13770.703,777.9946,20098.018,10036.152,1216.9216,45676.938,18794.912,1304.2383,72107.414,29807.248,1013.1553,16549.41,6730.558,602.99927,24157.604,10766.145,2397.897,48586.18,20998.338,1211.88916015625,31999.875,13962.5126953125
643617712,427.66837,14759.885,7528.4697,1034.111,15363.465,7168.418,1734.7325,46436.875,21440.822,339.97147,18770.611,10105.002,1795.0695,38559.36,18412.178,891.37085,63342.867,23949.953,1303.3875,18332.898,7503.385,508.18198,18275.201,8829.089,1097.6418,49584,18627.096,1014.681640625,31491.685546875,13729.37890625
652024717,563.0569,15077.324,7597.2925,1114.1251,18680.457,8406.344,3338.1343,40189.953,17631.89,255.08127,22220.617,9915.287,1221.0243,43695.504,18816.172,891.37085,50530.574,23306.586,321.70465,16641.98,6767.79,1249.1888,23190.049,9634.634,2302.5764,48586.18,23856.65,1250.69580078125,30979.181640625,13992.5166015625
655289904,524.95953,14387.82,6709.125,1831.6329,16618.8,7003.317,1855.2261,46436.875,21543.416,261.48605,16017.818,8413.376,1302.4413,35710.605,14451.891,1990.9056,51435.254,27093.916,771.57196,16678.762,8028.788,1022.094,21036.65,8585.238,1450.505,47731.48,20624.545,1223.4246826171875,29561.5625,13605.95703125
660147925,226.15782,17716.633,7893.711,1114.1251,14043.599,6733.9507,659.0697,28248.418,11073.749,499.2147,16024.043,9257.749,1230.5092,43199.87,18330.45,1465.3127,80786.26,29094.682,511.36172,12283.62,6547.55,1429.9073,30602.623,11748.968,2420.5664,54779.074,24151.088,1061.802734375,33076.015625,13870.2109375
663262221,693.6214,15432.982,6254.2153,619.6495,19216.293,8437.352,1941.1638,37430.258,18207.924,1517.5774,18765.73,8852.182,1369.3704,44090.445,17794.861,5799.231,63337.414,30620.89,580.56116,18743.652,9356.908,1066.588,18004.303,8651.198,1097.6418,33568.98,14008.384,1631.7115478515625,29843.33984375,13575.990234375
664353397,1120.8092,14906.99,6396.9507,1211.3318,15491.726,6905.5547,2897.8528,37448.65,18956.719,1650.5455,22220.617,10704.564,2424.6982,43027.6,19721.055,1328.9396,65058.48,24975.432,927.03265,17807.152,8037.188,1307.921,33209.723,11188.578,2030.6786,39724.15,17517.861,1655.534423828125,32099.453125,13822.65625
665314606,329.4593,18819.26,8756.359,497.27368,18044.906,7857.5464,1749.7263,31612.693,14571.42,1781.6984,20930.5,11060.727,524.3368,51743.29,22163.377,3513.7537,70059.695,26745.635,321.70465,14961.17,7547.334,564.9411,23537.71,9059.374,1333.807,39117.207,17677.53,1179.6334228515625,32091.826171875,13937.7001953125
