Seed,Nearest A1,Furthest A1,Average A1,Nearest A2,Furthest A2,Average A2,Nearest A3,Furthest A3,Average A3,Nearest B1,Furthest B1,Average B1,Nearest B2,Furthest B2,Average B2,Nearest B3,Furthest B3,Average B3,Nearest C1,Furthest C1,Average C1,Nearest C2,Furthest C2,Average C2,Nearest C3,Furthest C3,Average C3,Overall Nearest,Overall Furthest,Overall Average
959706334,652.8713,12756.914,5532.2964,732.99316,19906.377,10167.408,3070.836,36414.01,15960.067,1759.275,22272.049,11360.891,1369.3704,48925.12,17681.7,3229.928,43556.56,20388.156,1013.1553,16900.164,8191.4233,722.4502,47376.383,17446.514,2030.6786,47110.43,19007.85,1620.173095703125,32802,13970.7001953125
961973132,1239.6641,16624.88,8033.3496,1034.111,18334.787,9523.094,1855.2261,31544.719,15120.3,835.0474,22497.621,11012.316,1945.232,44789.332,21164.475,3366.8386,47997.87,24617.371,512.4438,15991.229,6614.8936,1088.3287,22835.89,9560.851,1450.505,37465.504,18946.428,1480.8218994140625,28675.759765625,13843.6748046875
965474297,1106.0723,15715.131,7584.1484,619.6495,18680.457,9506.737,1871.9614,45194.82,19213.508,1192.7056,22710.572,8805.192,1017.9934,43350.94,18903.998,2581.101,85723.664,29963.268,844.43695,19627.518,7700.789,1259.9363,34669.176,11190.555,1818.2278,33041.305,13135.097,1368.0093994140625,35412.62109375,14000.3662109375
967689294,706.0527,18886.322,6735.0835,502.5049,19171.203,8381.09,2406.22,38285.566,17620.52,1257.326,20930.5,9999.935,1017.9934,35060.79,17407.252,1990.9056,61783.777,28349.547,688.1423,15441.647,8020.182,602.99927,41577.363,11229.841,986.3714,58009.125,17340.02,1128.7239990234375,34349.58984375,13898.1630859375
970082005,697.2505,14455.754,5986.8013,1663.0681,20468.43,9316.893,1510.1602,43120.496,17310.926,552.7892,17231.158,8237.306,1590.8347,45454.78,19260.46,1990.9056,60616.227,28506.094,1162.6338,14826.167,8263.218,1179.9863,18451.51,8456.175,2726.4204,46808.215,20437.855,1452.672119140625,31270.3046875,13975.0810546875
972278039,563.0569,16545.117,8527.224,1279.9366,16891.271,8604.895,1523.7686,30202.645,15684.993,761.35205,20335.74,10217.283,2678.7651,46947.91,18520.95,3754.647,50052.05,26126.928,890.4636,16381.463,7797.6406,1022.094,22986.176,10109.616,1167.6167,41808.13,19273.004,1515.7445068359375,29127.833984375,13873.6142578125
973310320,1321.5327,16064.599,7711.5596,1159.1472,20732.938,8784.32,1394.273,36041.258,16432.121,1212.2782,23722.297,11636.888,2837.8367,44985.49,18668.846,1328.9396,50254.88,25498.975,654.4817,15991.229,6270.929,1260.1747,32704.438,10254.322,2639.7498,52798.74,20765.898,1534.2681884765625,32588.4296875,14002.6513671875
976938434,693.6214,15260.553,6283.9434,619.6495,17430.34,8419.903,1871.9614,43120.496,19440.055,1017.8946,22778.021,11566.13,1590.8347,52802.715,21207.36,2262.206,46060.344,23354.77,706.2723,14911.91,6843.036,602.99927,44333.902,14617.776,1450.505,29258.496,14336.841,1201.7716064453125,31772.974609375,14007.7568359375
978811614,1258.1964,16064.599,8452.806,1560.7474,19811.977,8125.2446,2578.6343,43472.18,22157.719,902.25964,17893.541,8760.891,1590.8347,42453.137,19335.945,2358.938,62303.98,24763.867,1153.4568,14904.039,6874.694,832.5928,20475.723,9044.622,1097.6418,40855.484,18144.594,1481.47802734375,30914.962890625,13962.2646484375
979884914,1742.1754,16372.817,7897.1216,1724.85,19365.258,9714.277,1167.325,46436.875,19523.348,1394.7115,17231.158,8668.534,712.7649,30887.848,14718.789,2358.938,47516.37,22954.92,1153.4568,16087.086,6757.406,1022.094,31704.852,12748.658,1450.505,36482.59,18172.959,1414.0911865234375,29120.5390625,13461.779296875
980505709,918.49664,16394.637,7248.2065,1155.4927,16989.014,7825.047,1014.02203,32583.443,16656.992,499.2147,21581.06,10673.428,1216.9216,41000.707,18688.377,4152.0625,47819.99,24728.525,580.56116,17579.795,8251.16,564.9411,21910.416,9022.374,2695.2214,45264.742,19715.648,1421.881591796875,29013.755859375,13645.5283203125
983826430,1687.5382,17393.574,7442.82,1581.6572,20562.91,9379.446,1274.1276,30622.887,11572.382,549.55743,20898.865,9229.291,1689.6555,49020.99,18288.225,891.37085,57533.27,24550.602,1473.6243,14961.17,6928.9155,1163.3073,35184.77,12369.142,3724.8743,54552.95,23185.67,1559.523681640625,33414.59765625,13660.7216796875
985975025,697.2505,16517.736,7473.075,1986.7668,17706.656,8203.371,1614.773,25842.8,11832.2,1238.4691,19196.633,9902.043,1447.9717,35982.81,17218.47,891.37085,55935.38,25379.021,600.1949,16424.41,7514.5615,602.99927,37779.152,10446.071,4201.6025,56376.02,23920.16,1475.7109375,31306.84375,13543.2197265625
986508577,697.2505,14371.918,6180.8857,2088.0095,16733.303,8590.366,544.84625,37257.867,15610.208,1394.7115,21491.443,11018.917,1216.9216,27696.36,14069.574,1990.9056,68531.63,31009.84,654.4817,15791.877,6624.369,775.8431,21979.098,9707.134,2264.8074,52138.312,22371.803,1291.9752197265625,30665.755859375,13909.2333984375
987457461,894.1784,15667.393,8189.501,1271.7043,13473.532,6940.4395,1167.325,39523.836,17827.26,958.8557,21565.057,9817.121,606.462,44789.332,14447.496,891.37085,59907.637,24380.025,1140.263,14784.474,6763.3794,1182.2478,37251.785,13624.027,986.3714,47355.953,21275.209,1010.9754028320312,32702.111328125,13696.05078125
990447821,693.6214,14207.13,7214.5674,451.2671,18963.412,8523.731,2827.0273,38401.09,18409.725,1212.2782,21203.36,10936.858,1447.9717,44742.152,18431.373,2450.8687,79361.68,26977.916,1526.383,19627.518,8886.68,671.2177,16322.384,8136.2,2695.2214,38468.34,17776.768,1552.8729248046875,32366.33984375,13921.53515625
992383441,1186.5796,18852.078,9363.44,502.5049,14431.847,7887.844,968.31696,30979.3,14692.873,1225.2014,21357.547,9252.19,1230.5092,39061.91,17151.83,3877.7798,68644.68,23743.623,511.36172,15948.036,7131.7617,586.8859,46231.86,13511.609,1311.4471,46911.19,19658.217,1266.7318115234375,33602.05078125,13599.265625
995027626,1240.7595,17119.61,8224.321,451.2671,19424.234,9827.94,1272.7865,36578.605,15311.724,1463.3335,22422.033,9885.322,968.9345,55778.535,18098.732,1328.9396,49210.297,22134.062,512.4438,17042.797,7260.079,1411.5964,33693.9,11887.293,1123.5166,48312.777,23029.781,1085.9530029296875,33286.9765625,13962.1396484375
995282270,693.6214,15279.313,6407.872,619.6495,16424.922,7613.8604,2801.4956,32804.688,14201.904,339.97147,20010.541,10552.933,3228.191,42751.54,19050.385,891.37085,48996.953,25536.135,654.4817,14924.323,7211.454,1260.1747,34313.816,10993.852,2821.3774,45707.67,23132.586,1478.9259033203125,30134.86328125,13855.6640625
999478368,1105.8313,16030.612,6739.9375,1097.1079,20732.938,9656.564,1671.031,38487.145,18645.562,1575.1925,20385.336,9023.271,1216.9216,43794.785,20056.916,2358.938,44702.156,24128.768,688.1423,16573.922,6748.492,1196.3754,24620.65,10438.153,1450.505,43811.47,20760.938,1373.33837890625,29904.333984375,14022.0673828125
1002660865,493.94028,15240.182,6891.0625,1616.0769,19883.38,8512.579,1272.7865,26874.865,12985.471,1146.6317,19757.402,10209.565,1939.0211,47680.965,19350.701,891.37085,77122.375,30918.932,890.4636,16256.092,7202.9507,786.49695,18726.07,7343.2227,1698.2302,60660.758,22544.525,1192.77978515625,33578.01171875,13995.4453125
1004374212,58.381393,15940.298,8076.086,684.62164,17430.34,8235.498,544.84625,30668.246,12789.937,1192.7056,21357.547,9166.909,3059.5037,41466.305,17980.031,842.09644,52900.45,27555.662,986.7734,19627.518,7701.4077,722.4502,45069.88,16966.502,2560.8552,36299.254,16878.688,1183.58154296875,31195.537109375,13927.857421875
1005913640,1178.1257,18202.07,8279.561,351.33493,15367.042,8163.992,2770.1116,42105.414,19539.322,1514.4363,23426.777,9252.996,1216.9216,32936.836,17453.08,891.37085,66812.02,25699.523,890.4636,16900.164,8444.379,1022.094,29116.408,10177.529,1123.5166,53134.758,18685.453,1217.5972900390625,33111.27734375,13966.2041015625
1006274568,1060.4034,16918.24,7720.3833,849.7856,16011.712,7938.2256,1910.011,40705.37,19564.773,1337.487,16880.363,8713.574,1302.4413,43486.59,18979.89,1465.3127,69154.6,29227.309,859.8553,13986.873,6441.47,564.9411,17905.744,7135.857,2839.5803,43807.17,19380.477,1354.4241943359375,30984.07421875,13900.2177734375
1008794482,654.10675,13490.707,7606.85,502.5049,19883.38,8368.93,2319.7395,41619.56,17798.035,1463.3335,22789.45,11662.513,1700.62,41988.832,18270.45,1243.4435,50778.297,25132.838,746.68866,14940.1875,7012.05,334.128,26944.969,10339.153,986.3714,40235.902,16484.107,1105.6595458984375,30296.80859375,13630.546875
1012420843,1207.9999,17692.71,8287.157,849.7856,19365.258,8410.737,2080.4082,45928.906,16878.955,1479.1425,19661.879,9764.94,1590.8347,46951.402,18380.049,891.37085,51603.15,23515.227,321.70465,14720.564,7087.719,1182.2478,41484,12845.151,1097.6418,52739.62,20265.062,1189.01513671875,34460.83203125,13937.2216796875
1013895515,1663.0875,14944.802,7432.111,1338.0569,18762.883,8903.706,1167.325,30768.56,14570.629,1948.0948,22568.342,9980.586,606.462,43270.527,18945.104,891.37085,57070.33,25249.947,654.4817,13918.642,6174.654,564.9411,42330.574,11760.853,3420.666,40806.348,21484.12,1361.6094970703125,31604.556640625,13833.5234375
1017938125,1178.1257,17515.895,8034.752,351.33493,20826.502,9088.796,1720.205,39607.676,18029.244,761.35205,18737.87,8981.708,2491.9119,45739.332,20452.291,3877.7798,46121.7,24886.541,728.594,16643.38,5660.626,334.128,19366.418,9273.73,2330.51,38705.402,19578.127,1530.4378662109375,29251.57421875,13776.2021484375
1018747851,1240.7595,15961.39,7547.623,502.5049,14859.851,7620.8594,2405.5093,37978.574,21732.242,1239.4778,22497.621,9482.01,1590.8347,51114.562,18757.922,2450.8687,46132.01,23661.771,890.4636,15954.637,7094.1465,1086.0594,42493.668,12302.701,1097.6418,45821.336,16481.904,1389.3466796875,32534.849609375,13853.46484375
1020505370,427.66837,14944.802,7874.52,1186.4346,20179.242,8887,1854.4846,32437.752,14975.047,1337.487,21976.7,10591.652,1447.9717,39422.914,17891.143,842.09644,46709.234,24364.566,490.6575,15948.036,7144.874,1576.5696,24364.627,11105.076,2639.7498,47981.56,21960.361,1311.457763671875,29329.4296875,13866.0263671875
1024836858,706.0527,18202.07,7828.741,1288.9816,20293.643,7310.4487,1523.7686,36223.832,15981.765,261.48605,20449.924,8886.329,1075.137,48055.566,22903.352,842.09644,49304.176,26876.22,851.5642,16859.814,7904.731,1022.094,16427.031,8421.156,1450.505,35829.113,17965.182,1002.4094848632812,29071.685546875,13786.4365234375
1025346519,547.3311,16986.242,6684.184,1100.4468,16547.03,8194.181,4471.0024,41087.066,17756.469,1518.7462,20591.154,10708.266,1933.7844,51677.137,22822.34,1990.9056,54058.438,20671.88,321.70465,17579.795,9255.154,334.128,34446.65,10376.132,2030.6786,43807.17,17080.42,1583.1920166015625,32975.6328125,13727.669921875
1032319654,1207.9999,16918.24,8320.185,758.795,17959.52,8186.9746,2578.6343,34436.39,15096.433,255.08127,13924.583,6935.796,1230.5092,43128.492,21540.05,5709.737,81568.33,31877.232,1013.1553,15304.017,5925.4155,726.72925,32559.598,12211.735,1097.6418,37070.707,15769.547,1619.8092041015625,32541.09765625,13984.818359375
1033735642,1012.4505,14301.457,7843.66,1159.1472,16774.395,7291.6816,659.0697,41149.695,21408.662,1225.2014,20004.516,10424.251,1590.8347,45693.332,17453.479,2581.101,69370.25,26668.229,892.31244,16313.576,6449.8335,1349.9181,24923.945,9298.115,1450.505,48412.363,17911.303,1324.5045166015625,32993.7265625,13861.0234375
1035414979,330.55215,14939.843,7545.546,2222.321,20732.938,9857.574,968.31696,39799.05,16032.779,261.48605,21892.018,9813.865,749.1073,45739.332,18867.46,1387.2133,76398.97,31587.627,600.1949,17987.346,7854.308,602.99927,17578.39,8411.0625,1708.9337,51168.246,15752.368,981.236083984375,34026.23828125,13969.1767578125
1036523716,563.0569,15698.345,7524.97,502.5049,15015.63,7045.9478,2770.1116,39965,15438.632,1812.0714,21581.06,11322.461,749.1073,42518.6,20840.434,1243.4435,49750.53,26797.6,892.31244,14442.039,6043.8643,786.49695,18479.432,7972.406,1097.6418,56130.277,21633.803,1157.416259765625,30397.87890625,13846.6796875
1044289514,654.10675,16991.26,7308.8696,2088.0095,18044.906,8681.323,1394.273,32620.875,14575.951,1100.7,21581.06,10553.521,749.1073,40388.207,14482.239,1992.1698,52111.598,27718.49,1486.3057,17393.756,7862.922,1022.094,19584.148,9174.329,1698.2302,52798.74,21289.29,1353.888427734375,30168.283203125,13516.326171875
1045314941,693.6214,11842.515,5280.388,684.62164,18202.342,8588.901,1614.773,37801.387,18450.965,255.08127,16122.26,8118.8555,1241.7163,50182.402,16532.639,3716.221,89763.12,32100.738,813.4327,16643.38,6958.712,1159.2706,32376.045,10432.007,986.3714,44881.633,19148.562,1240.5677490234375,35312.78515625,13956.86328125
1049187860,1020.9699,16638.58,8070.3823,1299.5979,20951.855,9983.404,1984.5232,40644.34,18217.266,959.705,18913.3,9418.371,1557.4833,39497.117,17493.05,891.37085,69588.77,27243.943,986.7734,13668.12,6804.63,786.49695,31168.451,10267.505,1097.6418,42325.906,17630.293,1176.0625,32599.60546875,13903.205078125
1051331705,992.94543,16918.24,7532.109,849.7856,19071.697,9365.142,659.0697,35859.227,14811.718,959.705,20034.465,10491.38,3539.0437,43132.668,17706.604,2587.4912,61966.656,23237.068,1049.1567,15460.048,7485.067,1088.3287,19780.244,9182,3273.839,51007.81,21065.102,1666.59619140625,31470.1171875,13430.6875
1052725224,329.4593,15747.479,6699.587,1271.7043,18531.336,8151.27,1014.02203,36414.01,15378.842,261.48605,20034.465,9878.108,1302.4413,36599.355,18522.363,1387.2133,65040.105,29030.4,1271.3473,14416.234,6212.407,586.8859,31040.836,9511.275,2908.811,49787.914,22282.902,1148.1522216796875,31956.859375,13963.017578125
1054965513,609.78754,15375.296,7221.0117,1710.7557,17826.63,9816.493,1720.205,38011.953,15912.188,2101.1592,21357.547,9746.397,968.9345,53158.277,21963.934,3513.7537,74532.23,27075.945,654.4817,11749.204,5205.7983,1182.2478,28766.633,10554.538,1123.5166,38870.867,18363.781,1509.4268798828125,33294.29296875,13984.4541015625
1055491158,918.49664,18202.07,8258.148,1638.9473,18478.16,8052.317,1394.273,25727.592,12791.183,1394.7115,19661.879,9261.248,712.7649,47640.2,21836.602,842.09644,56179.63,26602.309,706.2723,17393.756,7200.9727,786.49695,44609.56,14931.85,1450.505,42724.9,17044.25,1093.8404541015625,32290.859375,13997.6533203125
1056270320,1178.1257,16918.24,8023.7446,1207.7523,19365.258,7107.5713,1167.325,35419.81,13587.091,499.2147,20591.154,9308.783,3963.5967,35258.387,17674.277,1328.9396,54502.953,24131.514,813.4327,13965.198,6462.105,508.18198,37969.992,12349.259,2030.6786,60811.484,24950.14,1410.8052978515625,32755.830078125,13732.720703125
1057781167,563.0569,17383.79,7347.6313,342.22363,17430.34,8523.759,1523.7686,23229.244,11838.961,1170.2863,18446.342,9056.686,1241.7163,48758.465,22521.03,5527.884,75899.516,30369.58,1247.3209,14822.382,6811.494,508.18198,19109.424,9102.028,2821.3774,47385.68,20355.975,1660.646240234375,31385.01953125,13991.904296875
1061034669,1021.60736,16991.26,6900.946,351.33493,20562.91,8807.647,1272.7865,38705.227,15153.357,1257.326,23722.297,11450.408,4082.6318,39018.766,19534.178,1966.1957,49107.758,26145.03,1097.7778,18236.984,8172.036,334.128,18276.234,8645.328,1167.6167,55497.68,20746.393,1394.6005859375,31124.345703125,13950.591796875
1062556542,693.6214,12547.712,6581.875,649.6769,17093.727,7685.579,1167.325,40975.934,20054.072,1017.8946,17153.95,8148.557,1302.4413,45693.332,20016.682,2581.101,57753.027,22209.09,1664.3622,16725.447,6779.1978,564.9411,26363.59,10022.781,1167.6167,50872.58,23470.564,1200.997802734375,31686.587890625,13885.3779296875
1066019598,918.49664,17994.572,8640.338,594.3645,17135.89,7916.421,2740.7861,45864.445,16412.74,499.2147,20449.924,9852.953,1700.62,43132.395,20337.412,1966.1957,41644.594,20657.695,736.7304,13590.346,6590.5728,1519.7063,17910.885,8407.613,2502.2588,58857.656,24149.264,1464.263671875,30731.189453125,13662.779296875
1067670926,706.0527,14668.557,6533.0244,1834.9972,18637.096,9448.334,2501.2803,31725.365,13810.191,261.48605,20471.36,9501.142,2588.0098,42155.113,20559.121,3716.221,54470.91,24193.209,813.4327,16256.092,9053.322,786.49695,23396.72,8915.868,2685.5198,54779.074,22632.307,1765.944091796875,30728.919921875,13849.61328125
1067738250,652.8713,15240.182,7380.8433,451.2671,20114.088,8166.049,2746.008,44384.61,17013.623,1311.4615,19532.37,9134.048,1241.7163,25833.445,12740.143,1990.9056,70973.21,28559.133,1250.0521,15739.209,6960.342,1163.3073,46231.86,16223.862,986.3714,46671.625,17760.059,1310.4400634765625,33857.84375,13770.900390625
1069001949,548.08777,15083.755,7425.394,2175.383,18740.621,9238.649,2750.457,35859.227,15333.462,321.58444,18514.023,9531.031,2942.9421,43978.4,19740.518,2587.4912,65036.895,29217.543,1831.6959,20550.047,8819.721,1413.2635,28766.633,10977.216,1097.6418,43536.457,13006.717,1740.94970703125,32229.5625,13698.9169921875
1070573247,1258.1964,17692.71,7741.8447,1862.5518,17843.545,9188.949,1723.4113,30724.775,13022.642,2120.8875,21063.963,8828.786,2840.2876,49434.105,20979.66,1992.1698,45673.332,24119.54,898.9146,16577.023,7821.219,508.18198,38847.305,12429.344,1123.5166,47825.52,21802.068,1592.0130615234375,31742.474609375,13992.6728515625
1074018212,1645.0895,18819.26,7914.6226,1186.4346,13574.509,6223.415,2673.398,39586.516,18921.623,835.0474,17493.768,8403.566,2424.6982,49434.105,18750.27,2450.8687,50625.316,24150.518,927.03265,17042.797,7844.031,334.128,15402.818,8032.3154,2397.897,60660.758,25167.246,1652.732666015625,31404.427734375,13934.1787109375
1074851399,1052.0499,17994.572,7522.922,813.9617,17335.041,8323.442,1523.7686,40655.844,20120.367,261.48605,23326.291,8729.058,3933.4172,52426.55,21179.162,2486.3015,54470.91,26426.518,1319.4756,16725.447,8521.354,602.99927,17406.398,6918.45,1097.6418,44661.727,17538.08,1454.56689453125,31666.9765625,13919.927734375
1077057753,1106.0723,12684.522,6090.041,884.71405,18680.457,8881.322,1523.7686,32804.688,15159.984,1740.1893,19992.771,9745.844,1590.8347,33668.32,14941.511,2581.101,74656.92,29985.885,856.1386,14890.45,7067.4155,786.49695,42808.176,14377.39,1450.505,37472.664,17684.48,1391.0911865234375,31962.107421875,13770.4306640625
1079575707,836.9084,16372.817,7389.2563,451.2671,15367.042,7054.7847,544.84625,30979.3,11522.664,1633.4714,21491.443,10956.58,1302.4413,41696.773,18113.281,1328.9396,59825.176,28892.066,1134.0243,18743.652,8516.826,722.4502,19117.625,9894.967,3036.3464,48697.863,23059.465,1221.1883544921875,30254.6328125,13933.3212890625
1080155790,836.9084,17140.518,8016.751,1316.034,20951.855,9754.761,3237.9104,38532.895,18733.11,917.72156,19260.635,9488.7295,1302.4413,37845.074,17356.363,3300.6365,54162.312,26989.205,490.6575,19627.518,8365.923,1917.1554,19171.566,9107.359,1450.505,46671.625,17853.416,1641.1077880859375,30373.77734375,13962.8466796875
1082710274,693.6214,15323.938,7660.2466,696.6657,18740.621,7776.345,1510.1602,39743.42,19485.363,1650.5455,21892.018,9693.378,1269.4421,43166.906,19280.855,1328.9396,70864.34,25888.307,688.1423,16170.153,7169.2153,1066.588,19366.418,8806.563,2063.4492,40455.055,17701.408,1218.6170654296875,31746.986328125,13717.96484375
1089386389,1343.4846,14765.474,7194.2397,1100.4468,17017.754,7775.2085,2312.62,38856.75,17804.594,768.0246,19284.783,8798.788,2677.3027,48466.195,22676.078,2577.9634,63969.316,26416.504,1218.5996,16725.447,6571.6816,1163.3073,32246.236,9956.619,1311.4471,56252.895,18689.254,1608.1329345703125,34176.09375,13986.99609375
1090821658,1548.175,17140.518,7657.077,502.5049,19883.38,9050.931,2604.4475,38737.55,17343.88,547.1742,16524.625,7180.415,606.462,31272.816,15273.392,1990.9056,50299.13,23391.629,971.1088,14940.1875,7725.5347,1022.094,46350.83,15150.569,1450.505,48616.86,22850.727,1249.26416015625,31529.54296875,13958.2392578125
1092634712,548.08777,18150.572,7868.9453,1100.4468,21288.025,9286.846,1272.7865,34414.957,17344.484,1146.6317,21240.773,10390.401,1230.5092,35190.836,16275.5205,1990.9056,67933.06,26258.13,952.0078,17579.795,8817.65,1267.9215,27365.258,10374.391,2030.6786,37385.45,18862.617,1282.219482421875,31172.080078125,13942.109375
1096594014,1239.6641,17695.92,6665.23,342.22363,17953.375,9270.726,659.0697,38737.55,19408.53,549.55743,21027.674,10165.914,1557.4833,48905.395,18774.617,1992.1698,49745.812,26496.145,1097.7778,18236.984,8399.833,726.72925,17701.66,9363.197,2650.3823,42472.85,17144.715,1201.673095703125,30275.24609375,13965.43359375
1099703754,547.3311,15866.912,7531.412,684.62164,19973.623,9621.344,2470.706,32804.688,13920.32,1492.1919,21215.025,10002.42,3059.5037,43830.895,18798.213,1243.4435,49745.812,22522.371,688.1423,15105.98,7125.941,832.5928,37255.285,12347.452,2514.726,60811.484,23994.357,1503.6954345703125,32956.6328125,13984.8701171875
1102527067,335.45334,15507.354,7017.2427,1207.7523,15662.494,6292.2715,1167.325,39426.883,20123.457,917.72156,21978.744,11107.3545,1017.9934,48033.38,18796.814,2587.4912,50625.316,24968.758,1265.5569,17130.07,7508.065,564.9411,20086.582,8349.183,2752.0637,48728.125,20232.768,1312.9219970703125,30797.66015625,13821.7685546875
1109117878,524.95953,17515.895,7488.536,1299.5979,19425.555,10308.181,3139.0256,35461.992,17349.291,1628.5734,19467.395,9534.356,749.1073,52932.617,20255.28,1977.68,94562.23,31778.857,1197.0852,16381.463,7329.082,1317.1896,25782.041,10482.957,986.3714,34215.246,11414.447,1424.39892578125,35082.71484375,13993.443359375
1111530596,693.6214,14577.821,6832.5728,703.5761,17862.535,8814.932,1014.02203,38359.652,15726.183,1081.1431,18759.26,8752.53,1590.8347,41114.227,19628.15,2445.8481,57429.867,25894.893,986.7734,14140.168,6616.3677,1182.2478,31788.447,13455.241,3420.666,45876.332,20270.197,1457.636962890625,31100.923828125,13999.0078125
1112658580,1776.6212,13991.45,6896.815,342.22363,15944.068,8535.022,2997.2583,36432.496,17375.27,255.08127,21978.744,8579.541,2406.8838,37960.977,18812.326,3967.5981,58151.78,26214.639,781.307,16859.814,8238.43,671.2177,33283.785,9730.751,2639.7498,42545.906,19704.271,1759.771240234375,30794.3359375,13787.451171875
1113248868,1012.4505,14776.692,7271.949,342.22363,19086.615,8893.98,1167.325,45054.336,18668.46,777.9946,21252.193,9105.537,1230.5092,40503.023,18104.613,3877.7798,62384.027,24408.814,600.1949,16170.153,8181.4644,739.2845,32185.387,10401.424,986.3714,44356.844,19901.441,1192.6815185546875,32863.25390625,13881.96484375
1113556019,836.9084,18852.078,7751.77,342.22363,17311.6,7282.9756,1671.031,39785.773,14851.006,549.55743,20436.39,9167.894,2439.0352,41964.977,16805.129,2581.101,52560.4,25561.502,728.594,13731.404,6755.326,875.2562,34475.805,13817.262,3006.0457,45576.12,23494.281,1447.750244140625,31632.7265625,13943.015625
1119458893,652.8713,14755.178,6658.1973,1211.3318,20562.91,8535.819,1167.325,39869.773,17029.834,1238.4691,23768.008,11162.668,4229.803,49013.707,24383.174,2358.938,54906.23,25716.209,1138.7345,16859.814,7670.8584,334.128,22835.89,8039.658,1333.807,29536.156,15703.143,1518.378662109375,30234.185546875,13877.728515625
1123435227,1002.7051,16988.547,7380.7163,1034.111,20293.643,9584.767,2405.5093,41944.062,17797.29,1586.328,20591.154,8738.496,749.1073,41528.383,17256.148,842.09644,71427.984,30179.166,490.6575,16549.41,7268.709,1086.0594,35428.12,11120.044,2796.603,33167.36,16336.531,1332.5751953125,33102.07421875,13962.4296875
1126088960,1399.0665,16986.242,8535.841,1159.1472,18098.664,7382.8594,1614.773,39860.957,18454.709,1122.4589,21203.36,9099.675,3390.8252,48017.87,23390.111,3300.6365,47672.688,26486.426,773.0369,11997.717,5372.4087,1260.1747,24923.945,10517.668,1333.807,37593.11,16073.821,1705.99169921875,29594.951171875,13923.724609375
1128467448,226.15782,16030.612,8356.696,1343.4896,21288.025,9995.025,1272.7865,37571.062,14188.735,1138.8625,20218.967,10371.64,606.462,37602.234,17781.145,2587.4912,58943.18,22244.53,1126.1388,17134.814,8302.297,786.49695,40210.168,14197.75,1698.2302,37606.91,18465.434,1198.457275390625,31845.107421875,13767.0283203125
1133845478,330.55215,16545.117,8111.5864,351.33493,20951.855,9104.01,2366.143,36526.9,17085.385,1414.834,20908.451,9054.847,1689.6555,43821.1,19383.367,2581.101,59039.11,23464.453,1287.1819,16549.41,6609.8936,775.8431,36423.496,12685.765,1450.505,46408.71,19230.719,1360.7945556640625,33019.3515625,13858.8916015625
1135276664,1105.8313,16964.951,7616.7354,451.2671,17209.932,7831.079,544.84625,40106.75,18821.777,1192.7056,23722.297,10644.972,1939.0211,41466.305,17335.623,1328.9396,50554.297,22494.934,1396.6157,15379.317,6589.05,1413.2635,24923.945,10288.897,986.3714,58220.42,23198.6,1150.984619140625,32060.912109375,13869.07421875
1135426998,58.381393,14177.278,6746.175,1034.111,17436.479,7268.7744,2366.143,39033.07,17601.213,1239.4778,15941.88,7948.2183,1017.9934,40974.906,16929.129,1992.1698,57869.875,29972.025,1931.2275,15535.124,8121.1875,602.99927,34446.65,10685.082,2560.8552,45821.336,18980.977,1422.5953369140625,31248.51171875,13805.8642578125
1135792126,1561.6313,17119.61,8702.052,696.6657,18424.71,6733.9966,2604.4475,40488.465,18232.518,1173.2672,21304.934,10114.153,712.7649,44150.008,19762.65,1990.9056,55475.598,28021.98,1481.9318,13510.534,6453.302,334.128,15834.454,8714.52,1450.505,51232.605,19295.572,1334.0274658203125,30837.87890625,14003.416015625
1137083694,1065.8203,14577.821,6662.5933,884.71405,18983.62,8968.83,544.84625,40655.844,17437.693,255.08127,15408.133,6376.2153,1900.9497,53306.32,22278.998,1990.9056,60029.39,26015.678,654.4817,15565.74,6473.031,1179.9863,38463.44,10785.581,2485.1135,45707.67,20386.852,1217.98876953125,33633.109375,13931.71875
1137374285,493.94028,15054.331,6949.283,1237.2297,20209.166,9639.774,1906.7668,40975.934,19566.268,547.1742,19124.008,9335.134,3019.665,42466.863,18646.691,1990.9056,53882.152,21602.773,813.4327,13250.138,6244.9194,2168.363,28973.72,11831.674,2685.5198,48751.133,21926.406,1651.444091796875,31409.716796875,13971.435546875
1145320693,1120.8092,15996.902,6866.991,684.62164,15165.19,7268.874,968.31696,36578.605,17472.281,445.51532,21978.744,10486.913,749.1073,40184.242,17134.139,891.37085,76218.484,27374.479,706.2723,16549.41,7571.3716,1196.3754,25733.55,8592.188,2908.811,49787.914,20330.291,1074.5777587890625,33132.55859375,13677.5029296875
1147063879,1120.8092,17138.434,8299.266,557.71387,17706.277,7291.998,2604.4475,37978.574,18329.52,549.55743,17598.986,8355.322,968.9345,37438.633,15957.287,842.09644,59533.727,21952.814,1265.5569,15875.547,8104.7993,1267.9215,37993.5,14974.51,2030.6786,50814.137,22454.697,1245.3017578125,32453.08984375,13968.912109375
1149867361,693.6214,15961.39,6141.5405,884.71405,16263.151,8720.973,1720.205,42724.277,16569.172,917.72156,21555.986,10112.841,3281.1082,40528.42,16401.498,1387.2133,63969.316,27397.004,856.1386,13976.34,6758.644,875.2562,24061.764,10363.19,2030.6786,51168.246,23023.936,1405.18408203125,32245.431640625,13943.2001953125
